source,spd_score,best_solint,RA,DEC
P17645/scalarphasediff0_skyselfcalcyle000_L769393_P17645_spd.ms.phaseup.h5,2.7125790258141067,533.4183909071407,244.74753,54.879543
P17340/scalarphasediff0_skyselfcalcyle000_L769393_P17340_spd.ms.phaseup.h5,2.7135719521688015,534.2554170010063,244.83209,55.5991
P37570/scalarphasediff0_skyselfcalcyle000_L798074_P37570_spd.ms.phaseup.h5,2.718769412713561,538.6714541864128,242.83202,55.47957
P57537/scalarphasediff0_skyselfcalcyle000_L816272_P57537_spd.ms.phaseup.h5,2.7195414430017326,539.3324270706861,240.81688,54.53334
P45283/scalarphasediff0_skyselfcalcyle000_L686962_P45283_spd.ms.phaseup.h5,2.725131781078252,544.1580029523351,242.11804,54.1753
P22135/scalarphasediff0_skyselfcalcyle000_L769393_P22135_spd.ms.phaseup.h5,2.7264883715007513,545.3395824473957,244.35052,55.936317
P43350/scalarphasediff0_skyselfcalcyle000_L686962_P43350_spd.ms.phaseup.h5,2.7288457586319677,547.4028155906426,242.28497,53.90706
P23167/scalarphasediff0_skyselfcalcyle000_L816272_P23167_spd.ms.phaseup.h5,2.7294117203986907,547.9000533925857,244.16821,53.970383
P43350/scalarphasediff0_skyselfcalcyle000_L769393_P43350_spd.ms.phaseup.h5,2.7366915913253855,554.3625008002142,242.28497,53.90706
P20753/scalarphasediff0_skyselfcalcyle000_L798074_P20753_spd.ms.phaseup.h5,2.7396205285935356,556.9980227518636,244.50775,56.247852
P51449/scalarphasediff0_skyselfcalcyle000_L686962_P51449_spd.ms.phaseup.h5,2.7403377997199443,557.646596572297,241.51295,53.803524
P25671/scalarphasediff0_skyselfcalcyle000_L798074_P25671_spd.ms.phaseup.h5,2.745488772231469,562.3412593300021,243.90775,53.779564
P47136/scalarphasediff0_skyselfcalcyle000_L769393_P47136_spd.ms.phaseup.h5,2.7482254459770954,564.8623248131083,241.93552,54.83945
P52047/scalarphasediff0_skyselfcalcyle000_L798074_P52047_spd.ms.phaseup.h5,2.751532540562723,567.9341806530347,241.42654,54.778763
P25671/scalarphasediff0_skyselfcalcyle000_L769393_P25671_spd.ms.phaseup.h5,2.751889578234449,568.2674963178854,243.90775,53.779564
P18696/scalarphasediff0_skyselfcalcyle000_L769393_P18696_spd.ms.phaseup.h5,2.751965013945287,568.3379620172617,244.63739,54.529552
P17340/scalarphasediff0_skyselfcalcyle000_L798074_P17340_spd.ms.phaseup.h5,2.7537002182277996,569.9629063363973,244.83209,55.5991
P52978/scalarphasediff0_skyselfcalcyle000_L686962_P52978_spd.ms.phaseup.h5,2.7591292042541258,575.0978375620219,241.29634,55.64919
P43443/scalarphasediff0_skyselfcalcyle000_L686962_P43443_spd.ms.phaseup.h5,2.7660038088896957,581.7135457204204,242.2656,56.178883
P38451/scalarphasediff0_skyselfcalcyle000_L798074_P38451_spd.ms.phaseup.h5,2.7675180765524106,583.188241673849,242.75125,54.701157
P38451/scalarphasediff0_skyselfcalcyle000_L769393_P38451_spd.ms.phaseup.h5,2.7692230052780347,584.8562932982252,242.75125,54.701157
P29603/scalarphasediff0_skyselfcalcyle000_L798074_P29603_spd.ms.phaseup.h5,2.77223533381887,587.8235642024475,243.58961,55.614105
P41054/scalarphasediff0_skyselfcalcyle000_L798074_P41054_spd.ms.phaseup.h5,2.772860116817631,588.442246731119,242.50952,54.277065
P34797/scalarphasediff0_skyselfcalcyle000_L686962_P34797_spd.ms.phaseup.h5,2.784266353824742,599.938495376639,243.10345,55.910316
P99998/scalarphasediff0_skyselfcalcyle000_L816272_P99998_spd.ms.phaseup.h5,2.7923724887537373,608.3495025363342,243.2815,56.132496
P22135/scalarphasediff0_skyselfcalcyle000_L798074_P22135_spd.ms.phaseup.h5,2.80092929426878,617.4570229471595,244.35052,55.936317
P46169/scalarphasediff0_skyselfcalcyle000_L686962_P46169_spd.ms.phaseup.h5,2.804791550109303,621.6479437081923,241.99933,56.104183
P19951/scalarphasediff0_skyselfcalcyle000_L798074_P19951_spd.ms.phaseup.h5,2.8051716918875393,622.0631948683573,244.50336,54.44647
P54450/scalarphasediff0_skyselfcalcyle000_L798074_P54450_spd.ms.phaseup.h5,2.8108203870075124,628.2930423942062,241.167,54.528248
P29640/scalarphasediff0_skyselfcalcyle000_L686962_P29640_spd.ms.phaseup.h5,2.8128356326177144,630.5430183856321,243.555,54.069767
P16362/scalarphasediff0_skyselfcalcyle000_L686962_P16362_spd.ms.phaseup.h5,2.8198927617136182,638.5391398956206,244.8469,54.010803
P30078/scalarphasediff0_skyselfcalcyle000_L769393_P30078_spd.ms.phaseup.h5,2.824053538349576,643.3411696654688,243.51001,54.739265
P20753/scalarphasediff0_skyselfcalcyle000_L686962_P20753_spd.ms.phaseup.h5,2.826768113372996,646.5101785082559,244.50775,56.247852
P34344/scalarphasediff0_skyselfcalcyle000_L686962_P34344_spd.ms.phaseup.h5,2.8285647903387923,648.623579037453,243.12967,54.30074
